year,state,region,division,population,enslaved_population,urban_population,labor_force,labor_force_agricultural,labor_force_enslaved,gdp_per_capita,gdp,agriculture,agriculture_crops_and_livestock,agriculture_crops_and_livestock_livestock_and_feed_crops,agriculture_crops_and_livestock_food_grains,agriculture_crops_and_livestock_cotton,agriculture_crops_and_livestock_other,agriculture_farm_improvments,construction,mining,manufacturing,manufacturing_factory,manufacturing_home,services,services_trade,services_transportation_and_public_utilities,services_finance,services_professional,services_personal,services_government,services_education,services_hand_trades,services_shelter,easterlin_1957,easterlin_1960,klein,wealth
1849,Rhode Island,1,1,"147,545",0,"82,084","56,500","10,135",NA,155.626,22.961772,1.735251,1.735251,0.968441,0.012146,0.000000,0.754664,0.000000,3.058697,0.224799,8.744704,8.604971,0.139733,9.198321,3.741587,2.002134,0.000000,0.314912,0.412874,0.436171,0.100803,0.152872,2.036967,NA,NA,NA,NA
1849,South Carolina,3,5,"668,507","384,984","49,045","330,700","243,459","238,800",83.214,55.628953,33.514698,32.759899,13.234461,0.842693,10.688919,7.993825,0.754799,0.956245,0.135116,8.899299,4.102513,4.796786,12.123595,3.022580,0.084300,1.026290,1.312687,2.502063,0.833317,0.105047,0.148688,3.088621,NA,NA,NA,NA
1849,South Dakota,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,Tennessee,3,6,"1,002,717","239,459","21,983","345,100","279,898","143,100",80.876,81.095273,41.387577,39.673446,25.048489,1.121016,6.180821,7.323120,1.714130,2.707751,0.098381,20.940848,4.392312,16.548536,15.960715,4.303054,0.296329,0.000000,1.538098,1.431139,0.599162,0.523115,0.634662,6.635156,NA,NA,NA,NA
1849,Texas,3,7,"212,592","58,161","7,665","83,200","63,078","35,200",126.673,26.929638,15.417926,12.800099,8.460071,0.033488,1.992945,2.313595,2.617827,0.965904,0.000000,2.153705,0.745646,1.408059,8.392102,1.648680,0.319320,0.621994,0.662973,0.635428,1.606947,0.053054,0.514938,2.328767,NA,NA,NA,NA
1849,Utah,4,8,"11,380",26,0,"3,300","2,317",NA,79.630,0.906195,0.452269,0.276002,0.084330,0.083736,0.000000,0.107936,0.176267,0.160984,0.000000,-0.037135,-0.044476,0.007341,0.330076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.330076,NA,NA,NA,NA
1849,Vermont,1,1,"314,120",0,"6,110","102,000","70,968",NA,109.315,34.338170,13.023026,12.980387,8.979853,0.620008,0.000000,3.380526,0.042640,2.342318,1.511513,5.649700,4.237812,1.411888,11.811613,2.843057,0.929220,0.301667,2.009638,0.000000,0.334015,0.154388,0.811672,4.427956,NA,NA,NA,NA
1849,Virginia,3,5,"1,421,661","472,528","100,690","563,200","406,740","293,400",77.449,110.106543,47.800299,45.813362,26.338591,8.934801,0.154821,10.385149,1.986936,5.388941,1.911455,22.453808,11.081535,11.372274,32.552040,10.693332,2.034066,0.404296,2.370130,3.419009,2.163640,0.758676,1.297001,9.411889,NA,NA,NA,NA
1849,Washington,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,West Virginia,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,Wisconsin,2,3,"305,391",0,"28,623","89,100","54,851",NA,98.083,29.953665,8.238982,6.141208,2.820052,2.213585,0.000000,1.107572,2.097773,4.266077,0.068270,3.966642,3.736571,0.230071,13.413694,4.121700,0.894095,0.310997,0.911588,0.869207,1.033038,0.159163,0.675857,4.438050,NA,NA,NA,NA
1849,Wyoming,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Alabama,3,6,"964,201","435,080","48,901","448,100","342,800","269,500",130.021,125.366830,72.560357,69.987422,22.126069,1.048075,36.649544,10.163734,2.572935,2.349006,0.063698,21.005637,4.864301,16.141335,29.388132,9.515329,1.757427,0.207300,3.776266,4.827885,0.676231,0.429974,0.695340,7.502380,NA,NA,NA,"419,808,283"
1859,Arizona,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Arkansas,3,7,"435,450","111,115","3,727","163,800","130,879","68,700",143.356,62.424271,37.424193,34.638462,15.774480,0.835570,13.601412,4.427000,2.785731,2.544757,0.000900,10.578382,1.526545,9.051837,11.876039,2.767962,0.380776,0.000000,1.335822,1.400963,0.488389,0.310537,0.430448,4.761142,NA,NA,NA,"179,774,323"
1859,California,4,9,"379,994",0,"78,651","204,200","44,318",NA,556.556,211.487829,18.272729,14.670986,4.163040,4.954895,0.000000,5.553051,3.601743,14.882283,43.300408,41.578624,39.308178,2.270446,93.453785,42.319720,15.588012,3.394530,4.627210,1.988453,7.074595,0.717121,4.156862,13.587280,NA,NA,NA,"216,986,409"
1859,Colorado,4,8,"34,277",0,"4,749","29,500",814,NA,242.820,8.323135,0.043143,0.000000,0.000000,0.000000,0.000000,0.000000,0.043143,1.398218,0.000000,1.373621,1.373621,0.000000,5.508153,1.835519,1.647588,0.431874,0.481667,0.037948,0.000000,0.000000,0.137964,0.935594,NA,NA,NA,"11,720,461"
1859,Connecticut,1,1,"460,147",0,"122,121","162,000","50,133",NA,204.229,93.975436,12.732773,12.721434,8.420708,0.599748,0.000000,3.700978,0.011339,6.606580,0.836154,39.565394,39.130635,0.434759,34.234534,13.587428,8.073181,0.453468,1.938708,0.796899,0.739627,0.783807,1.267546,6.593870,NA,NA,NA,"354,668,121"
1859,Dakota Territory,2,4,"4,837",0,0,"1,000",766,NA,210.699,1.019152,0.055842,0.020643,0.014550,0.000826,0.000000,0.005268,0.035198,0.000000,0.000000,0.000000,0.000000,0.000000,0.963310,0.113448,0.000000,0.000000,0.000000,0.000000,0.725624,0.000000,0.042636,0.081602,NA,NA,NA,"805,880"
1859,Delaware,3,5,"112,216","1,798","21,258","35,800","16,539","1,100",128.889,14.463457,4.229288,4.192445,2.418191,0.920867,0.000000,0.853387,0.036843,1.748646,0.002776,3.842643,3.686418,0.156225,4.640103,1.836437,0.557434,0.000000,0.000000,0.333763,0.204278,0.064944,0.330079,1.313168,NA,NA,NA,"72,438,315"
1859,District of Columbia,3,5,"75,080","3,185","69,855","25,100","1,010","2,300",171.487,12.875262,0.470539,0.467183,0.042520,0.014658,0.000000,0.410005,0.003356,2.709047,0.000000,2.415656,2.411749,0.003908,7.280019,3.212158,0.640729,0.215937,0.321111,0.370351,1.174012,0.049766,0.310420,0.985537,NA,NA,NA,"52,121,197"
1859,Florida,3,5,"140,424","61,745","5,708","61,800","44,696","38,400",124.364,17.463711,8.764601,8.193967,4.110196,0.014485,2.412057,1.657228,0.570634,0.608225,0.000000,2.062957,1.501156,0.561801,6.027928,1.171061,1.274135,0.000000,0.838100,0.893449,0.272371,0.115456,0.120029,1.343329,NA,NA,NA,"29,733,608"
1859,Georgia,3,5,"1,057,286","462,198","75,466","476,500","353,146","281,700",113.442,119.940499,67.413613,65.741482,25.963353,2.168322,25.983117,11.626690,1.672131,4.199897,0.055895,19.332487,6.620155,12.712332,28.938606,8.249739,1.384889,1.153104,3.143677,4.889447,1.044871,0.730807,0.552547,7.789526,NA,NA,NA,"290,644,828"
1859,Idaho,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Illinois,2,3,"1,711,951",0,"245,545","516,700","314,459",NA,136.771,234.145312,102.303418,97.121090,65.797397,17.770117,0.064010,13.489566,5.182328,21.104353,1.699800,29.209185,21.010098,8.199087,79.828557,27.656679,8.169290,2.267338,5.816124,2.410620,3.081781,2.273040,3.621561,24.532123,NA,NA,NA,"904,182,620"
1859,Indiana,2,3,"1,350,428",0,"115,904","379,500","258,848",NA,119.068,160.792570,74.383476,72.250395,46.669763,13.899053,0.000000,11.681579,2.133081,13.873818,0.252621,23.701315,14.941191,8.760124,48.581341,15.020050,4.305696,0.423237,4.562988,1.537130,1.265585,1.072945,2.332285,18.061425,NA,NA,NA,"624,800,849"
1859,Iowa,2,4,"674,913",0,"60,028","192,200","131,678",NA,112.405,75.863490,33.840353,30.562337,21.355415,4.800476,0.000000,4.406446,3.278016,8.824503,0.122414,7.934189,5.112795,2.821394,25.142031,7.359512,1.721729,1.710221,1.668975,0.939203,1.046045,0.689750,0.887800,9.118796,NA,NA,NA,"271,525,250"
1859,Kansas,2,4,"107,206",2,"10,045","32,200","21,764",NA,151.235,16.213323,5.281294,4.338771,3.622327,0.140854,0.002635,0.572955,0.942523,1.919054,2.048292,1.624760,1.404974,0.219786,5.339923,2.127366,0.111670,0.263443,0.489694,0.108024,0.286459,0.000000,0.168316,1.784950,NA,NA,NA,"30,866,933"
1859,Kentucky,3,6,"1,155,684","225,483","120,624","412,400","294,491","136,200",131.977,152.524013,66.029924,64.779502,38.290888,6.716429,0.000000,19.772185,1.250422,8.222396,0.495539,33.527725,14.916966,18.610759,44.248430,12.908286,7.280508,1.047294,3.737733,3.313326,0.797154,0.410317,2.141205,12.612607,NA,NA,NA,"607,777,999"
1859,Louisiana,3,7,"708,002","331,726","185,026","351,000","219,277","221,000",196.513,139.131399,59.085312,56.376241,11.985760,0.047253,28.792969,15.550259,2.709071,9.474675,0.000000,12.901474,8.442341,4.459134,57.669938,26.661828,11.069045,0.900457,2.789652,5.775573,1.305501,0.345870,1.054737,7.767275,NA,NA,NA,"347,008,571"
1859,Maine,1,1,"628,279",0,"104,373","208,100","89,234",NA,144.388,90.715745,16.740194,16.740194,11.473012,0.419850,0.000000,4.847331,0.000000,7.982951,0.301948,20.234159,15.875505,4.358654,45.456493,14.165616,13.166973,1.133669,1.685833,1.102377,1.232712,1.358599,2.607524,9.003189,NA,NA,NA,"222,251,221"
1859,Maryland,3,5,"687,049","87,189","233,300","238,500","101,954","54,500",120.046,82.477418,23.886163,23.746432,11.622459,6.364231,0.000000,5.759742,0.139731,6.679986,0.765123,16.089852,15.494801,0.595051,35.056293,13.413971,6.689207,1.088322,1.753266,1.857737,1.183404,0.355326,1.738349,6.976710,NA,NA,NA,"361,301,233"
1859,Massachusetts,1,1,"1,231,066",0,"733,209","454,400","67,928",NA,214.453,264.006328,16.809604,16.809604,9.191495,0.421953,0.000000,7.196156,0.000000,22.908054,0.325910,117.138788,114.955082,2.183705,106.823972,39.223200,28.382448,4.845626,5.404299,2.941696,2.873981,2.005053,4.010620,17.137048,NA,NA,NA,"769,651,672"
1859,Michigan,2,3,"749,113",0,"99,701","239,000","142,878",NA,132.679,99.391296,32.313910,29.727605,17.105479,6.419859,0.000000,6.202267,2.586305,11.996710,3.333463,15.600199,14.332387,1.267811,36.147014,10.976402,4.854892,0.898298,3.339555,1.552309,0.976778,1.086879,1.829406,10.632495,NA,NA,NA,"345,449,701"
1859,Minnesota,2,4,"172,023",0,"16,223","53,900","33,811",NA,138.692,23.858141,8.534355,7.290888,3.944089,1.374359,0.000000,1.972441,1.243467,2.831391,0.000000,1.472470,1.401591,0.070879,11.019924,4.074852,1.427910,0.777373,0.770667,0.250454,0.563526,0.089578,0.248336,2.817230,NA,NA,NA,"60,205,009"
1859,Mississippi,3,6,"791,305","436,631","20,689","396,700","298,681","277,900",155.354,122.932176,78.443720,74.971759,19.507133,0.508696,44.518522,10.437407,3.471961,3.523509,0.000000,15.560558,3.285783,12.274775,25.404389,7.053899,0.922649,0.000000,3.236799,5.677530,0.739627,0.532989,0.391129,6.849767,NA,NA,NA,"381,107,062"
1859,Missouri,2,4,"1,182,012","114,931","203,487","378,700","254,865","67,900",133.299,157.561217,57.033231,53.272992,36.904675,3.200571,1.778978,11.388768,3.760239,13.188691,0.355726,34.730872,17.108707,17.622166,52.252697,17.718263,6.368843,1.058091,4.405644,2.882476,2.531170,0.902249,1.960472,14.425490,NA,NA,NA,"576,566,982"
1859,Montana,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Nebraska,2,4,"28,841",15,0,"10,300","5,456",NA,160.679,4.634142,1.527203,1.271451,0.962979,0.111551,0.000000,0.196922,0.255751,0.478890,0.000000,0.495156,0.353105,0.142051,2.132894,0.377199,0.250799,0.295834,0.549903,0.051988,0.000000,0.068179,0.000000,0.538992,NA,NA,NA,"13,399,167"
1859,Nevada,4,8,"6,857",0,0,"5,600",729,NA,16.606,0.113869,0.111205,0.022349,0.010264,0.003054,0.000000,0.009031,0.088855,0.000000,0.000000,0.002664,0.000000,0.002664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,"2,648,185"
1859,New Hampshire,1,1,"326,073",0,"72,038","117,800","48,576",0,158.330,51.627208,12.266736,12.266736,8.632563,0.319031,0.000000,3.315143,0.000000,4.600137,0.037574,18.492820,16.263235,2.229585,16.229942,5.262432,2.495180,0.608942,1.433761,0.386433,0.441428,0.608135,0.810540,4.183090,NA,NA,NA,"172,820,858"
1859,New Jersey,1,2,"672,035",18,"219,798","215,600","64,397",NA,182.355,122.548993,25.992516,25.917111,14.212801,3.152860,0.000000,8.551451,0.075405,13.090816,0.949708,33.519271,33.274263,0.245008,48.996682,20.622053,7.933136,1.848421,2.491019,1.522647,0.879335,0.638989,3.247678,9.813405,NA,NA,NA,"493,335,894"
1859,New Mexico,4,8,"93,516",0,"4,635","26,400","18,732",NA,115.479,10.799139,2.033345,1.809088,1.208866,0.359394,0.000703,0.240124,0.224257,0.534818,0.516678,1.075246,0.840735,0.234511,6.639051,1.216949,1.400450,0.000000,0.000000,0.219337,2.394984,0.000000,0.105543,1.301789,NA,NA,NA,"17,099,993"
1859,New York,1,2,"3,880,735",0,"1,524,344","1,347,000","432,300",NA,180.904,702.041389,127.651902,127.651902,81.084270,13.134486,0.000000,33.433146,0.000000,74.161481,0.979642,162.894385,156.518756,6.375629,336.353979,155.863075,53.403817,13.655856,16.704197,12.269971,8.382445,5.025323,17.027545,54.021752,NA,NA,NA,"2,316,743,547"
1859,North Carolina,3,5,"992,622","331,059","24,554","418,200","306,357","199,300",93.785,93.093250,45.294604,44.359870,22.776534,4.180535,5.387136,12.015665,0.934734,2.489702,0.130877,24.342777,6.177896,18.164882,20.835289,3.180036,2.114405,0.498814,2.287113,3.810932,0.542393,0.517313,0.584279,7.300004,NA,NA,NA,"316,505,381"
1859,North Dakota,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Ohio,2,3,"2,339,511",0,"400,435","690,700","384,590",NA,131.275,307.120429,109.382924,108.523348,73.717155,15.516437,0.000000,19.289757,0.859575,27.833277,2.544767,54.801088,49.506282,5.294806,112.558374,42.451878,15.069938,2.327801,7.159171,3.960589,1.725797,2.657977,5.915216,31.290008,NA,NA,NA,"1,269,256,606"
1859,Oklahoma,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Oregon,4,9,"52,465",0,"2,874","18,500","11,020",NA,364.603,19.128875,2.992935,2.247598,0.605556,0.685343,0.000000,0.956699,0.745337,3.688481,0.306861,1.884812,1.473819,0.410993,10.255786,4.171634,0.594368,0.000000,0.260642,0.102672,1.905863,0.000000,0.895872,2.324735,NA,NA,NA,"38,089,154"
1859,Pennsylvania,1,2,"2,906,215",0,"894,706","916,600","320,374",NA,169.424,492.382054,92.220951,91.230589,57.053222,16.783624,0.000000,17.393744,0.990362,50.634716,20.093817,135.201872,130.364160,4.837711,194.230698,82.108260,28.753155,4.074731,9.267265,7.111566,3.909459,3.342004,11.638662,44.025594,NA,NA,NA,"1,659,208,924"
1859,Rhode Island,1,1,"174,620",0,"110,535","68,500","11,730",NA,250.222,43.693794,2.283837,2.215112,1.378869,0.022358,0.000000,0.813885,0.068726,4.587903,0.044641,19.963994,19.894509,0.069485,16.813419,8.287367,1.922186,1.133669,0.505750,0.498062,0.616356,0.261269,1.086468,2.502291,NA,NA,NA,"103,515,552"
1859,South Carolina,3,5,"703,708","402,406","48,574","356,400","266,440","250,400",90.021,63.348653,36.227646,35.525704,12.412081,1.112771,13.083816,8.917036,0.701942,1.934784,0.031847,10.498349,3.259321,7.239027,14.656026,3.913326,0.675511,0.354137,1.448211,3.516265,0.288807,0.326462,0.311109,3.822198,NA,NA,NA,"306,385,897"
1859,South Dakota,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Tennessee,3,6,"1,109,801","275,719","46,541","402,500","307,423","165,500",117.248,130.121632,57.619814,56.736911,29.627228,4.661095,10.975520,11.473067,0.882904,5.799109,0.805180,36.373717,8.176851,28.196867,29.523811,8.557188,1.768411,0.000000,3.371666,3.075370,1.282021,0.606144,0.985065,9.877946,NA,NA,NA,"643,720,024"
1859,Texas,3,7,"604,215","182,566","26,615","243,100","180,793","110,800",159.464,96.350373,51.908255,46.842127,23.694871,1.285201,15.973375,5.888679,5.066129,4.260195,0.000000,8.250737,3.062325,5.188412,31.931185,6.309596,4.004554,0.809764,4.314930,2.654048,4.696047,0.559862,1.077846,7.504539,NA,NA,NA,"296,858,548"
1859,Utah,4,8,"40,273",29,"8,236","9,500","6,180",NA,117.273,4.722925,1.207154,0.965006,0.478939,0.318298,0.005035,0.162734,0.242148,0.169534,0.000000,1.033174,0.439473,0.593702,2.313063,0.356091,0.000000,0.418918,0.155739,0.049079,0.000000,0.000000,0.267651,1.065586,NA,NA,NA,"7,122,798"
1859,Vermont,1,1,"315,098",0,"6,213","101,100","62,036",NA,136.612,43.046233,17.304008,17.304008,13.065513,0.542753,0.000000,3.695742,0.000000,4.180672,0.042503,7.268408,6.705941,0.562467,14.250642,3.817879,1.427910,0.449149,1.419311,0.703801,0.854681,0.388171,0.717414,4.472326,NA,NA,NA,"179,716,596"
1859,Virginia,3,5,"1,596,318","490,865","135,956","642,800","441,321","307,000",98.203,156.763083,63.696280,62.634413,31.424584,11.565706,0.471172,19.172952,1.061867,7.149263,1.112953,32.903141,18.901168,14.001973,51.901445,18.280197,6.005458,1.574181,4.421699,4.978268,1.616614,0.725581,1.536577,12.762869,NA,NA,NA,"757,512,104"
1859,Washington,4,9,"11,594",0,NA,"6,100","2,674",NA,966.948,11.210791,0.650778,0.341910,0.110109,0.071552,0.000000,0.160249,0.308868,1.020699,0.048383,1.160882,0.863316,0.297566,8.330049,0.535971,1.069101,0.000000,0.000000,0.092339,6.170606,0.000000,0.000000,0.462031,NA,NA,NA,"9,918,960"
1859,West Virginia,3,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Wisconsin,2,3,"775,881",0,"111,874","235,700","146,071",NA,113.980,88.434748,33.133981,29.712932,13.840599,11.332803,0.000000,4.539531,3.421048,8.808773,0.005252,11.356560,10.219868,1.136693,35.130182,12.720145,4.036590,0.680202,1.685833,1.109018,1.109441,1.149584,1.521056,11.118314,NA,NA,NA,"294,901,573"
1859,Wyoming,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,Alabama,3,6,"996,992",NA,"62,700","394,200","312,509",NA,131.314,130.918793,71.123289,71.123289,24.996119,1.421990,35.369947,9.335234,0.000000,6.185630,0.069831,18.297388,5.095122,13.202267,35.242654,6.828112,4.059060,0.374240,4.766593,2.223945,0.588605,0.643579,0.843607,14.914913,NA,NA,NA,NA
1869,Arizona,4,8,"9,658",NA,"3,224","6,000","1,653",NA,566.713,5.473315,0.384723,0.108274,0.057004,0.031960,0.000000,0.019310,0.276449,1.132793,0.031174,0.070444,0.070444,0.000000,3.854180,0.447316,1.234238,0.000000,0.297740,0.049572,1.437240,0.000000,0.000000,0.388074,NA,NA,NA,NA
1869,Arkansas,3,7,"484,471",NA,"12,380","159,500","128,811",NA,180.463,87.429323,51.634502,51.634502,23.608257,0.952557,20.421379,6.652309,0.000000,4.360381,0.000000,11.438041,1.956787,9.481255,19.996398,4.687187,0.615853,0.000000,3.947578,0.805657,0.553227,0.528085,0.533006,8.325806,NA,NA,NA,NA
1869,California,4,9,"560,247",NA,"208,438","238,700","66,225",NA,443.237,248.322311,66.573165,62.018338,34.083287,16.118038,0.000000,11.817013,4.554827,30.327481,9.411647,32.760335,29.220701,3.539634,109.249682,39.901305,20.323149,12.860257,5.290616,4.985629,4.494803,1.930738,3.462624,16.000561,NA,NA,NA,NA
1869,Colorado,4,8,"39,864",NA,"4,759","17,500","7,789",NA,374.292,14.920769,2.167827,1.119427,0.672026,0.171778,0.000000,0.275623,1.048400,3.195057,1.071839,1.854928,1.177999,0.676930,6.631117,1.548403,3.006477,0.386612,0.229031,0.133463,0.000000,0.094979,0.000000,1.232153,NA,NA,NA,NA
1869,Connecticut,1,1,"537,454",NA,"177,153","193,500","43,874",NA,308.162,165.623065,21.772612,21.772612,13.778155,0.467858,0.000000,7.526599,0.000000,23.903674,1.601175,70.439128,69.813398,0.625730,47.906476,14.604534,7.895324,2.254720,3.858714,2.470965,0.931332,2.584955,2.541280,10.764652,NA,NA,NA,NA
1869,Dakota Territory,2,4,"14,181",NA,0,"5,900","2,738",NA,253.018,3.588044,0.558736,0.271948,0.132214,0.083208,0.000000,0.056526,0.286788,0.418892,0.000000,0.087563,0.067875,0.019689,2.522853,0.868411,0.000000,0.000000,0.000000,0.000000,1.275534,0.000000,0.062842,0.316065,NA,NA,NA,NA
1869,Delaware,3,5,"125,015",NA,"30,841","40,300","17,580",NA,245.236,30.658235,6.742357,6.646021,3.118574,0.946131,0.000000,2.581316,0.096336,3.443691,0.012583,6.546935,6.158679,0.388256,13.912668,5.582508,2.073519,0.964983,1.143323,0.690040,0.206963,0.296335,0.543813,2.411184,NA,NA,NA,NA
1869,District of Columbia,3,5,"131,700",NA,"120,583","49,100","1,147",NA,278.852,36.724766,0.344405,0.333784,0.028617,0.006953,0.000000,0.298214,0.010621,9.798175,0.000000,4.252357,4.243551,0.008805,22.329830,6.434473,1.624552,1.417577,1.679560,2.139215,4.945580,0.208954,0.894735,2.985183,NA,NA,NA,NA
1869,Florida,3,5,"187,748",NA,"15,275","61,800","42,979",NA,135.402,25.421409,10.918552,10.918552,5.718067,0.000658,3.276819,1.923008,0.000000,1.951889,0.000000,3.748233,2.202100,1.546133,8.802735,1.734211,1.822874,0.000000,0.659609,0.457586,0.955212,0.136770,0.250991,2.785481,NA,NA,NA,NA
1869,Georgia,3,5,"1,184,109",NA,"100,053","460,800","346,432",NA,134.192,158.897842,81.492245,81.492245,26.300716,2.988373,39.030786,13.172370,0.000000,10.511157,0.062783,24.863910,11.795871,13.068038,41.967747,8.701335,5.795221,0.674251,4.493588,3.682576,0.771245,0.828219,1.063921,15.957390,NA,NA,NA,NA
1869,Idaho,4,8,"14,999",NA,0,"10,800","1,822",NA,587.899,8.817893,0.839543,0.323035,0.137871,0.056359,0.000000,0.128806,0.516507,0.000000,2.380674,0.740548,0.332802,0.407745,4.857129,0.963451,0.886119,0.000000,0.641287,0.080078,1.238238,0.398913,0.000000,0.649044,NA,NA,NA,NA
1869,Illinois,2,3,"2,539,891",NA,"596,042","742,000","394,048",NA,228.844,581.238159,211.232146,201.215058,151.475333,20.079189,0.000000,29.660536,10.017088,75.473057,8.831281,89.500322,72.969620,16.530702,196.201354,64.853987,33.925716,8.660106,14.218243,6.955308,3.042527,7.051260,7.250839,50.243369,NA,NA,NA,NA
1869,Indiana,2,3,"1,680,637",NA,"247,657","459,400","280,832",NA,202.078,339.619738,136.942285,134.231689,92.397791,21.595939,0.000000,20.237959,2.710596,43.499249,1.440098,49.647807,42.537344,7.110463,108.090300,33.172979,16.390678,4.101179,10.004073,3.343124,1.517726,2.904086,4.241741,32.414715,NA,NA,NA,NA
1869,Iowa,2,4,"1,194,020",NA,"156,327","344,300","220,481",NA,219.958,262.634562,118.633956,107.735591,80.359949,12.769160,0.000000,14.606482,10.898366,33.772334,1.320957,23.753258,17.631751,6.121507,85.154057,27.796237,12.515171,3.920244,5.728523,2.268407,1.345257,3.980771,2.651088,24.948359,NA,NA,NA,NA
1869,Kansas,2,4,"364,399",NA,"51,870","123,800","75,116",NA,252.922,92.164342,28.028196,21.172708,16.151400,1.624485,0.000000,3.396822,6.855489,16.512055,0.227191,7.139202,5.297011,1.842191,40.257698,11.324673,8.521937,1.735114,2.912358,1.012562,4.217526,1.065667,1.043005,8.424856,NA,NA,NA,NA
1869,Kentucky,3,6,"1,321,011",NA,"195,896","419,600","263,286",NA,171.605,226.692675,94.563901,94.563901,64.931801,5.921364,0.088943,23.621793,0.000000,18.733491,0.647680,43.272050,23.501494,19.770556,69.475554,16.739954,9.413753,3.654255,6.367061,4.791536,1.905559,1.478637,2.422756,22.702042,NA,NA,NA,NA
1869,Louisiana,3,7,"726,915",NA,"202,523","285,000","150,360",NA,193.928,140.968952,49.611655,49.611655,9.273562,0.015466,28.892734,11.429893,0.000000,17.776136,0.001287,11.745477,10.989205,0.756272,61.834398,23.983037,7.639615,2.103169,4.049268,4.278430,1.503574,1.872991,1.125972,15.278342,NA,NA,NA,NA
1869,Maine,1,1,"626,915",NA,"131,744","208,200","81,781",NA,203.654,127.673609,25.619233,25.619233,17.478166,0.681140,0.000000,7.459927,0.000000,13.777086,0.795141,33.462764,28.167971,5.294793,54.019385,13.565384,16.180541,1.428917,2.821662,1.738217,0.953443,2.925361,2.469468,11.936392,NA,NA,NA,NA
1869,Maryland,3,5,"780,894",NA,"295,459","258,600","80,958",NA,200.980,156.944318,32.919950,32.919950,16.561600,6.452962,0.000000,9.905389,0.000000,23.975708,3.032276,28.520843,27.774058,0.746785,68.495540,25.541075,12.866454,1.667070,3.244911,4.521713,1.634474,1.521188,2.630521,14.868135,NA,NA,NA,NA
1869,Massachusetts,1,1,"1,457,351",NA,"972,081","579,900","68,577",NA,335.373,488.755609,26.534715,26.431876,14.882464,0.335401,0.000000,11.214010,0.102839,81.979355,1.823401,206.220412,205.288480,0.931932,172.197726,65.294421,34.533340,8.165243,11.872966,7.772862,2.688745,5.288445,7.752820,28.828884,NA,NA,NA,NA
1869,Michigan,2,3,"1,184,059",NA,"237,985","379,800","200,840",NA,217.839,257.934131,75.287033,68.305681,40.765791,13.265520,0.000000,14.274370,6.981352,40.312325,8.496899,50.967247,46.998887,3.968359,82.870627,24.309922,12.918356,4.855845,6.328584,3.544157,0.624868,3.638465,3.666903,22.983527,NA,NA,NA,NA
